"name","asset_tag","serial_number","location.city","location","u_building","u_room","u_floor","po_number","u_scheduled_retirement","u_last_rounded_date","u_device_rounding","u_department_location"
"LD036326","HSS-8057907","1WFC3J3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main","B004 - WFH","B","VIHATRP20220404-038","08/31/2026","04/12/2023","Excluded","Medical Librarian"
"LD100285","HSS-1041244","BM9JLN3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main","B004 - WFH","B","REQ0846455-RITM0889209-SCTASK1417220","03/31/2027","03/27/2023","Excluded","WFH"
"LD066461","HSS-8081373","4991SV3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Ambulatory-Basement 1","Main Building","B004 - WFH","Basement 1","VIHATRP20231204-131","12/31/2027","03/01/2024","Excluded","Contact Centre - HIM"
"LD043485","HSS-8083651","11G79W3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Main Building","B004 - WFH","1st Floor","VIHATRP20240219-038","03/31/2028","","Excluded","Solutions Engineering and IMIT"
"LD040967","HSS-6001214","PC1EPQF9","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main","B004 - WFH","B","","04/30/2023","03/27/2023","Excluded"," "
"PC085242","HSS-1045037","4S0MPR3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main","B004 - WFH (Diane Diamond)","B","REQ1195255-RITM1258822-SCTASK2018874","05/31/2027","05/02/2024","Excluded","(TBD)"
"LD063977","HSS-1043435","H2PY4X3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main","B004 - WFH (Dillan Eckel)","B","REQ1027239-RITM1080837-SCTASK1722473","08/31/2027","05/02/2024","Excluded","COV Logistics Admin"
"LD023287","HSS-8025611","4FLM7G3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main","B004 - WFH - CLister2","B","VIHATRP20211129-004","03/31/2026","03/27/2023","Excluded","IM/IT"
"LD031394","HSS-8057923","925T5J3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main","B004 - WFH - James M Scott","B","VIHATRP20220404-054","08/31/2026","03/28/2023","Excluded","Volunteer Resources & Engagement"
"LD065009","HSS-8025616","65NL5G3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main","B004 - WFH - Jeff Tyler","B","VIHATRP20211129-009","03/31/2026","04/17/2023","Excluded","Clinical Information Support"
"LD058388","HSS-8093660","72PSFW3","Nanaimo","VIHA-NHC-Nanaimo Health Centre-Main Building-1st Floor","Main Building","B004 - WFH - Jennifer Simm","2nd Floor","VIHATRP20250602-005","03/31/2029","","","Cowichan Lodge Seniors TMH"
"LD080494","HSS-1041859","HMB1NN3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main","B004 - WFH - Kyle Wiebe","B","REQ0873206-RITM0917675-SCTASK1475525","05/31/2027","03/01/2024","Excluded","Finance"
"LD085170","HSS-1040149","7G42NN3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main","B004 - WFH - Kylie Jacobson","B","REQ0792568-RITM0832748-SCTASK1322663","02/28/2027","05/01/2023","Excluded","Contract Policy & Standards"
"LD059727","HSS-1030934","8M2N5G3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital","Main","B004 - WFH - Lauren Sabine","B","REQ0419896-RITM0440308-SCTASK0682052","02/28/2026","03/27/2023","Excluded","IM/IT"
"LD034279","HSS-8067944","BPT2NN3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main","B004 - WFH - Linda Thomas","B","VIHATRP20221024-075","01/31/2027","03/27/2023","Excluded","IM/IT"
"LD062559","HSS-1040380","FMM1NN3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main","B004 - WFH - Lisa Nothling","B","REQ0807535-RITM0848435-SCTASK1342605","02/28/2027","03/01/2024","Excluded","CRT - Nanaimo"
"LD049977","HSS-8093527","DLVZFW3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main Building","B004 - WFH - Rhonda Westra","Basement 1","ISLHTRP20250519-064","03/31/2029","","Excluded","Contact Centre - HIM"
"LD049988","HSS-8093529","GPSTFW3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main Building","B004 - WFH - Sally Proffitt","Basement 1","ISLHTRP20250519-066","03/31/2029","","","Contact Centre - HIM"
"LD057660","HSS-1030900","4XML5G3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main","B004 - WFH - Sheila Williams (swilliams7)","B","REQ0399103-RITM0418178-SCTASK0646301","03/31/2026","05/08/2023","Excluded","IM/IT"
"LD021630","HSS-8067953","362FLN3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main","B004 - WFH - Shelley Gallant","B","VIHATRP20221024-084","01/31/2027","03/28/2023","Excluded","Executive Director - Oceanside, Port Alberni/West Coast & HCC, Seniors Access"
"LD037837","HSS-8067053","9KWHBK3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main","B004 - WFH - Tiffany Donocan Holkestad","B","VIHATRP20221003-024","09/30/2026","03/27/2023","Excluded","Finance"
"PC090045","HSS-1039316","8SB2RN3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main","B004 - WFH - Yingtong Zhu","B","REQ0755989-RITM0794319-SCTASK1250629","01/31/2027","03/28/2023","Excluded","COV Workforce Optimization"
"LD062934","HSS-1042158","3K15FK3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main","B004 - WFH Echo Booking","B","REQ0893564-RITM0939364-SCTASK1497896","05/31/2027","03/01/2024","Excluded"," "
"LD020799","HSS-8067955","57RFLN3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main","B004 -WFH","B","VIHATRP20221024-086","01/31/2027","03/28/2023","Excluded","IM/IT"
"LD090276","HSS-1041191","3172NN3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building","Main","B004- WFH","B","REQ0842994-RITM0885622-SCTASK1406849","05/31/2027","03/27/2023","Excluded"," "
"LD101108","HSS-1044643","8C0SGY3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building","Main","B004-WFH","B","REQ1140572-RITM1200818-SCTASK1928310","12/31/2027","03/01/2024","Excluded"," "
"LD080726","HSS-1042818","6R02JW3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building","Main","B004-WFH","B","REQ0946660-RITM0995517-SCTASK1606950","07/31/2026","06/07/2023","Excluded",""
"LD037715","HSS-8022400","56QZ593","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main Building","B007","B","VIHATRP20210621-049","12/31/2025","12/02/2024","General Rounding","Device Integration"
"LD034008","HSS-8096445","C0NP774","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main Building","B007-D","1st Floor","ISLHTRP20251110-003","09/30/2029","","General Rounding","Device Integration Office"
"LD037453","HSS-8096444","B6ZP774","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","","B007D","","ISLHTRP20251110-002","09/30/2029","","","IMIT"
"LD064044","HSS-1043652","BS9G5X3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main","B007D","B","REQ1042072-RITM1096556-SCTASK1760874","09/30/2027","","",""
"PC031911","HSS-8027371","9MW6VH3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main Building","B011","B1","VIHATRP20220314-026","07/31/2026","08/29/2024","General Rounding","Food Services"
"LD038089","HSS-8086131","4Q5TCW3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Ambulatory-Basement 1","","B011","B","VIHATRP20240429-011","06/30/2028","01/08/2025","General Rounding",""
"PC036465","HSS-8012842","MJ077250","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main Building","B011","B1","","09/30/2021","08/29/2024","General Rounding","Food Services"
"PC026761","HSS-8061884","11ZQQN3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main Building","B011","B1","VIHATRP20220822-013","11/30/2026","08/29/2024","General Rounding","Food Services"
"LD071345","HSS-1032704","DFVH6J3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main","B011","B","REQ0507369-RITM0532306-SCTASK0832076","06/30/2026","09/03/2024","General Rounding","Food Services"
"LD035717","HSS-8075747","1SJ1JW3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main Building","B011-WFH","B1","VIHATRP20230626-103","07/31/2026","","Excluded","CINI Food Servics Admin"
"PC076515","HSS-8082651","JQ0MPR3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main Building","B014","B","VIHATRP20240122-105","05/31/2027","12/14/2025","General Rounding","ALC Courtyard"
"LD062007","HSS-1037253","86QJLN3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main Building","B014","B","REQ0680889-RITM0715214-SCTASK1131238","12/31/2026","12/14/2025","General Rounding","ALC Courtyard"
"PC031625","HSS-8061891","BYVQQN3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main Building","B014","B","VIHATRP20220822-005","11/30/2026","12/14/2025","General Rounding","ALC Courtyard"
"AO400284","HSS-8090606","C24529M100","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main Building","B014","Basement 1","VIHATRP20241014-057","10/31/2028","04/11/2025","Mobile Cart","NRGH Rehab"
"LD058931","HSS-8094442","6RBKP54","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main Building","B022","Basement 1","ISLHTRP20250714-076","03/31/2029","","","COV-Client Support Team B1"
"LD065209","HSS-8026051","9KWN6G3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","","B022","","VIHATRP20220103-031","05/31/2026","","",""
"LD034458","HSS-8067134","DP1H6J3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main Building","B022","B1","VIHATRP20221003-105","11/30/2026","","General Rounding",""
"LD044120","HSS-1019830","PC1G5RBX","Nanaimo","VIHA-RCO-Regional Corporate Office-Main Building-2nd Floor","Main Building","B022 Daryl Dry","2","","07/31/2023","","General Rounding",""
"PC046542","HSS-8088655","9JH5724","Nanaimo","VIHA-NSFC-Nanaimo Seafield Crescent-Main Building-1st Floor","Main Building","B023","1st Floor","VIHATRP20240722-026","09/30/2028","","General Rounding","Platform Ops"
"LD045596","HSS-1021298","PC1G5M8Z","Nanaimo","VIHA-NBRMC-Nanaimo Bowen Road Madrona Clinic-Main Building-1st Floor","Mobile","B023","G","REQ0072177-RITM0074517-SCTASK0112844","03/31/2024","10/17/2025","'-- None --","Mobile Mammogram Clinic"
"LD045938","HSS-1021684","PC1G5MD6","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building","NRGH","B023","B","REQ0089428-RITM0092642-SCTASK0136776","04/30/2024","","",""
"PC037556","HSS-8071540","8XJMPR3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main Building","B028-B","B","VIHATRP20230130-106","09/30/2027","11/12/2025","General Rounding","Infectious Disease Clinic"
"PC076006","HSS-8082622","3BNMPR3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main Building","B0289","B 1","VIHATRP20240122-076","05/31/2027","10/30/2024","General Rounding","Communicable Disease Svc"
"PC033711","HSS-8090018","CTS4144","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main Building","B028A","Basement 1","VIHATRP20240923-035","10/31/2028","","","Communicable Disease Control"
"AO000619","HSS-8089504","C24529M124","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main Building","B028A","B","VIHATRP20240902-037","10/31/2028","11/12/2025","Mobile Cart","Infectious Disease"
"PC033712","HSS-8058759","4HK25K3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main Building","B028C","B1","VIHATRP20220523-029","10/31/2026","11/12/2025","General Rounding","Infectious Disease"
"PC034878","HSS-8061912","3NRQQN3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main Building","B028d","B","VIHATRP20220822-027","11/30/2026","11/12/2025","Critical Clinical","Infectious Disease Clinic"
"LD033327","HSS-8075746","C7DYHW3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main Building","B032","B1","VIHATRP20230626-102","07/31/2026","10/08/2025","General Rounding","Biomed Engineering"
"PC100233","HSS-1046238","83S7D14","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","Main","B032","B","REQ1289979-RITM1360275-SCTASK2180316","05/31/2028","11/12/2025","General Rounding","Infectious Disease Clinic"
"LD061767","HSS-1036383","5FL6NN3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main Building","B033","B","REQ0620094-RITM0651303-SCTASK1030878","11/30/2026","10/08/2025","General Rounding","Biomed"
"LD031325","HSS-8091230","C5R2WH3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main Building","B033","B","VIHATRP20241118","04/30/2029","10/08/2025","General Rounding","Biomedical Engineering"
"PC090266","HSS-1046883","BTW5724","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building","NRGH","B033","B","REQ1321574-RITM1393776-SCTASK2260595","06/30/2028","","",""
"LD080877","HSS-1044510","40Z4SV3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main","B033","B","REQ1137783-RITM1197819-SCTASK1920868","12/31/2027","10/08/2025","General Rounding","Biomed"
"LD034424","HSS-8078427","BH085X3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main Building","B033","B1","VIHATRP20230918-015","10/31/2027","10/08/2025","General Rounding","Biomed Engineering"
"LD073677","HSS-1043542","6YVZ4X3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main Building","B033","B1","REQ1020323-RITM1073439-SCTASK1740798","09/30/2027","10/08/2025","General Rounding","Biomed"
"LD065341","HSS-8027373","621J9K3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main Building","B035","B1","VIHATRP20220314-028","07/31/2026","08/29/2025","General Rounding","Outpatient Antibiotic Program"
"LD071776","HSS-1034068","28TH6J3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main Building","B035","B1","REQ0558427-RITM0586376-SCTASK0915894","07/31/2026","10/08/2025","General Rounding","Outpatient Antibiotic Program"
"PC106564","HSS-1048899","25BQK44","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building","","B035","Basement","REQ1563663-RITM1649877-SCTASK2656438","01/31/2029","","General Rounding",""
"PC080236","HSS-1110947","74RCQ54","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","NRGH","B047","B","REQ1731006-RITM1826770-SCTASK2933432","03/31/2029","11/08/2025","General Rounding","LIRU"
"LD035741","HSS-8061882","5BG2MN3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main Building","B047 - Open Work Area","B","VIHATRP20220822-017","11/30/2026","11/08/2025","General Rounding","LIRU"
"LD036697","HSS-8062131","GH97MN3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main Building","B047 - Open Work Area","B","176289","12/31/2026","12/08/2025","General Rounding","LIRU"
"WT_860DNC07636","C005677","860DNC07636","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main","B047 - Open Work Area","B","","","03/03/2024","Excluded","Transitions"
"PC046537","HSS-8061898","3QRQQN3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main Building","B047 - Open Work Area","B","VIHATRP20220822-007","11/30/2026","12/08/2025","General Rounding","LIRU"
"WT_860DNA00008","C005675","860DNA00008","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main","B047 - Open Work Area","B","","","03/03/2024","Excluded","Transitions"
"LD065555","HSS-8061930","6JQ1MN3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main Building","B047 - Open Work Area","B","VIHATRP20220822-052","11/30/2026","11/08/2025","General Rounding","LIRU"
"WT_860DN907481","C005680","860DN907481","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main","B047 - Open Work Area","B","","","03/03/2024","Excluded","Transitions"
"LD062184","HSS-1038110","B3C83J3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main Building","B047 - Open Work Area","B","REQ0707364-RITM0743159-SCTASK1179445","01/31/2027","11/08/2025","General Rounding","LIRU"
"LD090115","HSS-1039353","8J7FLN3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main Building","B048 - Tara Owen","B","REQ0757310-RITM0795712-SCTASK1268168","02/28/2027","11/08/2025","General Rounding","LIRU"
"AO400078","HSS-8073712","C23202M096","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main Building","B065b Boardroom","B","VIHATRP20230417-081","09/30/2027","12/08/2025","Mobile Cart","Palliative Care Services"
"LD065547","HSS-8061883","5N22MN3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main Building","B065c","B","VIHATRP20220822-009","11/30/2026","12/08/2025","General Rounding","Palliative Care Services"
"PC034891","HSS-8062320","5NF5XP3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main Building","B075 - Dictation","B","VIHATRP20220906-019","12/31/2026","12/08/2025","General Rounding","Palliative Care Services"
"PC031413","HSS-8061889","9YVQQN3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main Building","B075 - Dictation","B1","VIHATRP20220822-003","11/30/2026","12/08/2025","General Rounding","Palliative Care Services"
"PC046531","HSS-8087038","7SW5724","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main Building","B075 - Dictation","Basement 1","VIHATRP20240527-087","07/31/2028","12/08/2025","General Rounding","Palliative Care Services"
"PC027764","HSS-8061886","31ZQQN3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main Building","B091","B1","VIHATRP20220822-014","11/30/2026","12/08/2025","General Rounding","Palliative Care Services"
"LD034470","HSS-8086574","97MQCW3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main Building","B1011","Basement 1","VIHATRP20240513-056","06/30/2028","","General Rounding","CINI Food Servics Admin"
